3525.7146,416.5441284,2609.398926,-0.161254913,2.957553625,-69.46875572
3526.059326,416.5627747,2609.274902,-0.165283248,2.955333948,-69.73282051
3526.406738,416.5815125,2609.15332,-0.164977998,2.95045042,-70.07678413
3526.756836,416.6003113,2609.036621,-0.155700639,2.944897413,-70.61935043
3527.108398,416.6191406,2608.925781,-0.141815111,2.939194202,-71.24956894
3527.461182,416.6379089,2608.820557,-0.117736779,2.934037447,-72.05098724
3527.814209,416.6566162,2608.7229,-0.088531487,2.928764582,-72.91398811
3528.166504,416.6752319,2608.626221,-0.027252216,2.924277067,-73.58613396
3528.51709,416.6937866,2608.526855,0.026952097,2.920909643,-73.82941818
3528.865967,416.7122498,2608.426758,0.055070709,2.918020487,-73.96705437
3529.213135,416.7305298,2608.327637,0.04672863,2.912146568,-73.987957
3529.55835,416.7487488,2608.228516,0.045489464,2.908369541,-74.03294277
3529.9021,416.7669067,2608.130127,0.044956002,2.906457186,-74.01402378
3530.244385,416.7849426,2608.032227,0.032669153,2.899387836,-74.04380608
3530.584961,416.8029175,2607.936035,0.023959424,2.896245956,-74.06300068
3530.924072,416.8208618,2607.841553,0.014508205,2.897372961,-74.2203207
3531.262695,416.8386536,2607.750977,-0.010498071,2.896334648,-74.42338562
3531.599609,416.8563232,2607.66333,-0.013275138,2.894886732,-74.78519917
3531.935791,416.8739014,2607.580566,-0.019439694,2.897639275,-75.20270824
3532.27124,416.8913574,2607.502197,-0.021789549,2.903998137,-75.77888012
3532.604492,416.9087524,2607.424561,0.012086732,2.906395674,-76.12769508
3532.935791,416.9259644,2607.345215,0.029382199,2.906047344,-76.30619717
3533.265137,416.9429321,2607.266113,0.01664296,2.902297497,-76.33958054
3533.592773,416.9598999,2607.187012,0.016131185,2.900391817,-76.38962841
3533.918457,416.9769287,2607.108398,0.004047873,2.897666693,-76.37071037
3534.242676,416.993927,2607.030518,-0.021087665,2.902167797,-76.45069218
3534.56543,417.0108643,2606.955566,-0.031097386,2.903806925,-76.55726147
3534.887207,417.0276489,2606.883301,-0.034576394,2.902994156,-76.81336403
3535.20752,417.0444031,2606.814697,-0.063140862,2.898595572,-77.11533737
3535.526855,417.0610046,2606.749512,-0.063049302,2.898909807,-77.57270336
3535.845215,417.0774841,2606.689453,-0.061767526,2.904640198,-78.07618427
3536.162842,417.0935974,2606.634521,-0.06854254,2.909728765,-78.73536491
3536.479004,417.1097412,2606.585449,-0.062194791,2.913335085,-79.43772793
3536.793701,417.125824,2606.54248,-0.036346417,2.914065838,-80.29106522
3537.107422,417.1419067,2606.5,0.006373539,2.907304049,-80.85417461
3537.418701,417.1578674,2606.453857,0.049152311,2.901990175,-81.11449242
3537.728027,417.1737671,2606.406982,0.070527367,2.8999753,-81.17378712
3538.035889,417.1895752,2606.359863,0.068608612,2.903759241,-81.23604202
3538.342041,417.2053833,2606.313965,0.024443325,2.900289297,-81.26366043
3538.646729,417.2210388,2606.269531,-0.00335694,2.897249937,-81.41661549
3538.949951,417.2365417,2606.228027,-0.015991218,2.898759365,-81.60106373
3539.252197,417.2520752,2606.189697,-0.01992796,2.901634932,-81.93672752
3539.552734,417.2674866,2606.154785,-0.018127436,2.901184082,-82.30892134
3539.852051,417.2828064,2606.123779,-0.00457764,2.901751041,-82.83190203
3540.149902,417.2978821,2606.097656,0.002960014,2.907078505,-83.39245033
3540.446533,417.3129272,2606.076416,-0.001831035,2.908656359,-84.10326719
3540.741211,417.3277893,2606.055176,0.031020269,2.906573296,-84.54421711
3541.03418,417.3426819,2606.030518,0.069350936,2.907140017,-84.7487154
3541.325928,417.3575745,2606.005371,0.061117355,2.909755945,-84.78554964
3541.615479,417.3725586,2605.979248,0.034402765,2.917071104,-84.83953619
3541.903564,417.3873596,2605.953613,0.02493407,2.920711756,-84.81707478
3542.191162,417.4021912,2605.927734,0.02578574,2.922651529,-84.84685993
3542.480225,417.4168396,2605.901855,0.015642129,2.922241688,-84.81860065
3542.772949,417.4316406,2605.875244,0.00054233,2.92019248,-84.84444904
3543.071533,417.4467773,2605.848633,-0.004363996,2.924215555,-84.81557941
3543.377686,417.4623718,2605.820801,-0.022888171,2.931769848,-84.83999395
3543.692139,417.4783936,2605.79248,-0.050170884,2.946058512,-84.81393051
3544.014893,417.494873,2605.763184,-0.055755608,2.95370841,-84.83575106
3544.347412,417.5118408,2605.733154,-0.064025886,2.956932068,-84.81094027
3544.689941,417.5296021,2605.702148,-0.100341812,2.955040216,-84.83367538
3545.04248,417.5476379,2605.67041,-0.135131851,2.952321768,-84.8126502
3545.405273,417.5661621,2605.637207,-0.146026611,2.95417285,-84.83074665
3545.77832,417.5849609,2605.603271,-0.165283173,2.964547873,-84.80651569
3546.161865,417.6044312,2605.568359,-0.185760498,2.969260693,-84.82586384
3546.555176,417.6246643,2605.532959,-0.19921872,2.973365545,-84.80398273
3546.958984,417.6456604,2605.496094,-0.225219712,2.987941265,-84.82189751
3547.373047,417.6672668,2605.458496,-0.251830995,3.006860733,-84.80016851
3547.794189,417.6894836,2605.420166,-0.279296845,3.027487993,-84.81823444
3548.220215,417.7119141,2605.381348,-0.313354492,3.055901527,-84.7952857
3548.648438,417.7345886,2605.342285,-0.33380121,3.086862803,-84.81466389
3549.076904,417.7576904,2605.303467,-0.357513309,3.126874208,-84.79009867
3549.505127,417.7810364,2605.264404,-0.369903564,3.172554493,-84.80968904
3549.932373,417.8048096,2605.225586,-0.389770448,3.211841583,-84.78518438
3550.358398,417.8285522,2605.186768,-0.43435666,3.245302677,-84.80642462
3550.78125,417.8514404,2605.14624,-0.226867631,3.21604228,-84.79482794
3551.207031,417.8857727,2605.114746,-1.439666629,3.793582439,-84.79708576
3551.628418,417.913269,2605.074219,-1.4669801,3.879642963,-84.77901888
